,id_ref,created_ref,valid_ref,size,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,id,created,valid,target_id,classification_system,cell_type,pre_pt_position,post_pt_position,ctr_pt_position
10,223330668,2020-11-04 11:42:14.809791+00:00,t,3008,94306281552684692,864691136118647832,94306281552688836,864691135590979083,11,2022-02-07 19:04:03+00:00,t,223330668,cg_calls,5P_IT,[214904 151308  23034],[214934 151316  23037],[214960 151300  23033]
11,244588196,2020-11-04 10:00:05.659762+00:00,t,1388,95858654666041302,864691136118647832,95858654666026068,864691135942412404,12,2022-02-07 19:04:03+00:00,t,244588196,cg_calls,5P_IT,[226212 183330  23755],[226332 183398  23749],[226278 183330  23753]
12,304297006,2020-11-04 13:26:14.665580+00:00,t,4708,99095341819279925,864691136118647832,99095410538766003,864691135731218617,13,2022-02-07 19:04:03+00:00,t,304297006,cg_calls,INH,[249508 181430  22523],[249544 181462  22514],[249470 181466  22522]
13,265621977,2020-11-04 12:35:52.886615+00:00,t,972,97617254325733714,864691136118647832,97546885581568801,864691136618136539,14,2022-02-07 19:04:03+00:00,t,265621977,cg_calls,5P_IT,[238646 178466  20459],[238524 178422  20458],[238572 178498  20465]
14,255505227,2020-11-04 06:58:26.441624+00:00,t,3268,96830348201179042,864691136118647832,96830279481717603,864691135416652474,15,2022-02-07 19:04:03+00:00,t,255505227,cg_calls,23P,[233120  82646  24701],[233128  82606  24707],[233152  82664  24703]
15,244595451,2020-11-04 14:20:50.239755+00:00,t,2588,96211048008401550,864691136118647832,96211048008413040,864691137197197121,16,2022-02-07 19:04:03+00:00,t,244595451,cg_calls,5P_PT,[228688 187348  22622],[228688 187344  22636],[228674 187314  22628]
16,258193088,2020-11-04 12:34:11.186807+00:00,t,12924,97265548647515776,864691136118647832,97265548647505890,864691137020626542,17,2022-02-07 19:04:03+00:00,t,258193088,cg_calls,4P,[236504 179448  24824],[236504 179572  24812],[236487 179510  24818]
17,241743522,2020-11-04 08:38:19.512814+00:00,t,3888,96000422946349613,864691136118647832,96000422946307997,864691136618677389,18,2022-02-07 19:04:03+00:00,t,241743522,cg_calls,INH,[227244 191030  23571],[227346 191126  23559],[227288 191025  23564]
18,289164444,2020-11-04 06:49:11.545614+00:00,t,2440,99941691297285537,864691136118647832,99941691297281515,864691135719269937,19,2022-02-07 19:04:03+00:00,t,289164444,cg_calls,5P_IT,[255758 195288  25451],[255858 195296  25444],[255808 195304  25449]
19,254922888,2020-11-04 08:39:34.411805+00:00,t,2288,96844160547542432,864691136118647832,96844160547529664,864691135234028121,20,2022-02-07 19:04:03+00:00,t,254922888,cg_calls,5P_IT,[233472 185986  22586],[233422 186038  22575],[233468 186000  22581]
20,249011584,2020-11-04 11:08:03.868316+00:00,t,2052,96479122754170033,864691136118647832,96479122754163844,864691135065956932,21,2022-02-07 19:04:03+00:00,t,249011584,cg_calls,23P,[230568  87470  23066],[230504  87536  23061],[230566  87516  23063]
21,217050676,2020-11-04 12:23:45.074990+00:00,t,4708,93748485693721275,864691136118647832,93748485693723459,864691135754679501,22,2022-02-07 19:04:03+00:00,t,217050676,cg_calls,INH,[210604 189876  23589],[210550 189786  23589],[210578 189842  23591]
22,186617405,2020-11-04 08:37:18.413486+00:00,t,5768,91412435936205335,864691136118647832,91412435936201809,864691135374019272,23,2022-02-07 19:04:03+00:00,t,186617405,cg_calls,23P,[193786  86372  25050],[193890  86294  25054],[193838  86304  25051]
23,214786335,2020-11-04 11:58:04.818659+00:00,t,6128,93664784834325246,864691136118647832,93664784834331488,864691135776795053,24,2022-02-07 19:04:03+00:00,t,214786335,cg_calls,23P,[210102  90442  19778],[210158  90520  19784],[210144  90472  19785]
24,246167167,2020-11-04 10:17:00.177786+00:00,t,3648,96197647576237286,864691136118647832,96268016320408386,864691136487873042,25,2022-02-07 19:04:03+00:00,t,246167167,cg_calls,5P_IT,[228872  87566  21623],[228916  87654  21629],[228891  87551  21626]
25,213928489,2020-11-04 07:37:08.396164+00:00,t,2656,93804767012709334,864691136118647832,93804767012702289,864691135210995136,26,2022-02-07 19:04:03+00:00,t,213928489,cg_calls,5P_IT,[211112  84846  24550],[211084  84956  24547],[211130  84894  24549]
26,212215852,2020-11-04 13:26:16.666962+00:00,t,7660,93594485547967332,864691136118647832,93594485547964288,864691135816204879,27,2022-02-07 19:04:03+00:00,t,212215852,cg_calls,23P,[209828  91126  25415],[209868  91198  25414],[209882  91184  25411]
27,228508009,2020-11-04 09:42:42.501284+00:00,t,2236,94790341479642703,864691136118647832,94790341479644863,864691135445809810,28,2022-02-07 19:04:03+00:00,t,228508009,cg_calls,23P,[218422  87884  22517],[218456  87862  22515],[218470  87852  22511]
28,211239292,2020-11-04 13:15:12.265077+00:00,t,9484,93452923291844857,864691136118647832,93452923291847308,864691136004857546,29,2022-02-07 19:04:03+00:00,t,211239292,cg_calls,23P,[208758  85130  24556],[208698  85032  24556],[208742  85012  24556]
29,259540738,2020-11-04 14:45:46.648111+00:00,t,3680,97265548647452030,864691136118647832,97265548647433619,864691136194470376,30,2022-02-07 19:04:03+00:00,t,259540738,cg_calls,5P_IT,[236196 179418  24754],[236256 179404  24747],[236222 179464  24752]
30,294622471,2020-11-04 10:40:18.314786+00:00,t,2088,100081397657992533,864691136118647832,100081397657982807,864691135163339053,31,2022-02-07 19:04:03+00:00,t,294622471,cg_calls,4P,[256646 188008  22942],[256644 188054  22943],[256664 188028  22938]
31,237632265,2020-11-04 07:08:55.455410+00:00,t,2160,95506673170961870,864691136118647832,95577041915159657,864691135940275969,32,2022-02-07 19:04:03+00:00,t,237632265,cg_calls,5P_IT,[223774 182136  21493],[223802 182122  21483],[223822 182132  21489]
32,236609928,2020-11-04 08:04:36.618120+00:00,t,5564,95212760572431848,864691136118647832,95212760572444308,864691136040338174,33,2022-02-07 19:04:03+00:00,t,236609928,cg_calls,23P,[221618  89424  25627],[221570  89372  25636],[221535  89404  25625]
33,280926071,2020-11-04 07:03:39.784112+00:00,t,3416,99503673150842142,864691136118647832,99503741870338675,864691135719370545,34,2022-02-07 19:04:03+00:00,t,280926071,cg_calls,23P,[252576  77976  23574],[252472  78040  23582],[252554  78028  23577]
34,204021515,2020-11-04 20:23:44.409099+00:00,t,4788,92762910891357734,864691136118647832,92762910891364450,864691135565538327,35,2022-02-07 19:04:03+00:00,t,204021515,cg_calls,5P_IT,[203450 186898  23178],[203388 186788  23176],[203430 186832  23174]
35,225237389,2020-11-04 10:38:11.192432+00:00,t,3728,94719423516433475,864691136118647832,94719423516434122,864691135696919450,36,2022-02-07 19:04:03+00:00,t,225237389,cg_calls,INH,[217746  83844  26509],[217822  83750  26508],[217804  83804  26511]
36,249691394,2020-11-04 11:18:12.503764+00:00,t,6372,96479397967974174,864691136118647832,96479397967971324,864691136021279992,37,2022-02-07 19:04:03+00:00,t,249691394,cg_calls,23P,[230716  89676  25950],[230686  89558  25946],[230738  89630  25948]
37,241242654,2020-11-04 13:32:31.737124+00:00,t,4908,95986953660933123,864691136118647832,95986953660944675,864691136238282044,38,2022-02-07 19:04:03+00:00,t,241242654,cg_calls,23P,[227204  90406  21976],[227256  90482  21984],[227206  90447  21981]
38,262885203,2020-11-04 08:56:12.935904+00:00,t,5340,97393297886578098,864691136118647832,97393366606044794,864691135373801928,39,2022-02-07 19:04:03+00:00,t,262885203,cg_calls,23P,[237134  83136  23027],[237108  83232  23022],[237170  83160  23017]
39,265544242,2020-11-04 13:11:22.870434+00:00,t,720,97477273556937767,864691136118647832,97477273556944541,864691135338580966,40,2022-02-07 19:04:03+00:00,t,265544242,cg_calls,5P_IT,[237962 184054  26610],[237934 184120  26615],[237966 184112  26610]
40,252236900,2020-11-04 14:42:26.838246+00:00,t,9672,96350479759604569,864691136118647832,96350479759614409,864691135644622915,41,2022-02-07 19:04:03+00:00,t,252236900,cg_calls,INH,[229700 177610  22111],[229672 177630  22117],[229690 177627  22113]
41,240971352,2020-11-04 09:25:04.799016+00:00,t,3692,95996849735218850,864691136118647832,95996849735206677,864691135475639872,42,2022-02-07 19:04:03+00:00,t,240971352,cg_calls,4P,[227328 164246  25402],[227312 164310  25393],[227350 164291  25398]
42,269441751,2020-11-04 14:44:54.077353+00:00,t,7248,98448554372563408,864691136118647832,98378185628368416,864691136419433623,43,2022-02-07 19:04:03+00:00,t,269441751,cg_calls,23P,[244798  80990  24478],[244660  80924  24473],[244736  80926  24476]
43,273318848,2020-11-04 12:21:40.286930+00:00,t,1884,98870148428998160,864691136118647832,98870148362045924,864691135538744434,44,2022-02-07 19:04:03+00:00,t,273318848,cg_calls,23P,[247886  76438  24579],[247942  76444  24573],[247868  76426  24579]
44,331467970,2020-11-04 11:13:48.787602+00:00,t,3192,103248472182222722,864691136118647832,103248472182227196,864691135568572140,45,2022-02-07 19:04:03+00:00,t,331467970,cg_calls,6P,[279940 191344  22852],[280060 191310  22855],[279981 191364  22851]
45,214758503,2020-11-04 08:07:43.853985+00:00,t,6720,93875479354259685,864691136118647832,93875479354247594,864691135926597390,46,2022-02-07 19:04:03+00:00,t,214758503,cg_calls,23P,[211608  87658  24503],[211608  87700  24498],[211550  87662  24505]
46,281862606,2020-11-04 14:33:11.971119+00:00,t,2388,99301294090728804,864691136118647832,99301294090731277,864691135479170246,47,2022-02-07 19:04:03+00:00,t,281862606,cg_calls,23P,[251248 142804  22197],[251260 142710  22198],[251244 142778  22197]
47,257280346,2020-11-04 13:31:46.409646+00:00,t,3800,97112028933839147,864691136118647832,97041660189657110,864691136334438067,48,2022-02-07 19:04:03+00:00,t,257280346,cg_calls,5P_IT,[235052  84452  21792],[234954  84476  21793],[235004  84476  21797]
48,212423230,2020-11-04 10:53:34.493269+00:00,t,6404,93876716371668220,864691136118647832,93876647652196885,864691136329882090,49,2022-02-07 19:04:03+00:00,t,212423230,cg_calls,23P,[211686  96464  24771],[211768  96442  24771],[211750  96430  24771]
49,301205024,2020-11-04 07:31:36.491507+00:00,t,1628,100222135146387755,864691136118647832,100222135146398918,864691136952821471,50,2022-02-07 19:04:03+00:00,t,301205024,cg_calls,5P_IT,[257718 187872  22959],[257612 187848  22962],[257644 187904  22957]
50,200245290,2020-11-04 11:47:55.561772+00:00,t,1012,92679416526065080,864691136118647832,92679416526076107,864691135987554307,51,2022-02-07 19:04:03+00:00,t,200245290,cg_calls,23P,[203224  89056  21961],[203198  89058  21974],[203226  89064  21969]
51,272540399,2020-11-04 14:24:29.523311+00:00,t,2308,98110248321164241,864691136118647832,98110317040625832,864691135394748917,52,2022-02-07 19:04:03+00:00,t,272540399,cg_calls,6P,[242482 181892  23635],[242606 181992  23620],[242536 181928  23629]
52,244706681,2020-11-04 10:32:40.072952+00:00,t,1232,95788766958404442,864691136118647832,95788698238920902,864691136021219064,53,2022-02-07 19:04:03+00:00,t,244706681,cg_calls,5P_IT,[225796 186694  23959],[225744 186560  23961],[225734 186604  23957]
53,206784349,2020-11-04 13:44:08.085705+00:00,t,568,93255767113022373,864691136118647832,93255767113022361,864691135866365718,54,2022-02-07 19:04:03+00:00,t,206784349,cg_calls,5P_IT,[207346 188916  24488],[207346 188842  24490],[207284 188890  24488]
54,227627782,2020-11-04 10:02:53.564895+00:00,t,6908,94806147160457508,864691136118647832,94806147160464665,864691135610442247,55,2022-02-07 19:04:03+00:00,t,227627782,cg_calls,5P_PT,[218562 205652  23860],[218518 205660  23859],[218546 205696  23861]
55,214756525,2020-11-04 07:09:03.516572+00:00,t,556,93734673146466623,864691136118647832,93734604426990948,864691136673969287,56,2022-02-07 19:04:03+00:00,t,214756525,cg_calls,23P,[210704  86764  24540],[210670  86720  24539],[210704  86714  24542]
56,284872761,2020-11-04 08:04:59.463851+00:00,t,5196,99581188452392609,864691136118647832,99581188452403658,864691136267374068,57,2022-02-07 19:04:03+00:00,t,284872761,cg_calls,23P,[253050 131076  21720],[253100 131126  21727],[253116 131078  21726]
57,199839890,2020-11-04 09:37:07.138278+00:00,t,2044,92341179529960325,864691136118647832,92341179529944766,864691135942412404,58,2022-02-07 19:04:03+00:00,t,199839890,cg_calls,5P_IT,[200396 190292  23856],[200486 190236  23842],[200451 190256  23850]
58,227600279,2020-11-04 10:04:40.036756+00:00,t,15356,94875347740579279,864691136118647832,94875347740588563,864691135754679501,59,2022-02-07 19:04:03+00:00,t,227600279,cg_calls,INH,[218946 197168  24310],[218854 197114  24309],[218950 197145  24310]
59,284840419,2020-11-04 13:57:00.375216+00:00,t,6936,99580776269815595,864691136118647832,99580844989289834,864691135404671982,60,2022-02-07 19:04:03+00:00,t,284840419,cg_calls,23P,[253048 128158  22795],[253034 128268  22785],[253046 128206  22792]
60,254933700,2020-11-04 14:51:56.898846+00:00,t,2960,97265823256963493,864691136118647832,97265823256956627,864691135467815308,61,2022-02-07 19:04:03+00:00,t,254933700,cg_calls,INH,[236258 181462  22736],[236238 181466  22726],[236270 181428  22734]
61,244605921,2020-11-04 11:41:41.785176+00:00,t,1388,95721559309909341,864691136118647832,95721559309904080,864691136109057208,62,2022-02-07 19:04:03+00:00,t,244605921,cg_calls,5P_PT,[224840 210594  23713],[224852 210552  23710],[224838 210544  23710]
62,275808060,2020-11-04 06:58:26.919427+00:00,t,4380,98518923116748573,864691136118647832,98518923116763058,864691135182569474,63,2022-02-07 19:04:03+00:00,t,275808060,cg_calls,23P,[245408  80864  24501],[245436  80806  24512],[245446  80828  24508]
63,283761583,2020-11-04 10:20:58.778724+00:00,t,3984,99363828747356222,864691136118647832,99363828747357294,864691135687561952,64,2022-02-07 19:04:03+00:00,t,283761583,cg_calls,5P_IT,[251706  84464  21619],[251630  84520  21627],[251656  84480  21621]
64,212993168,2020-11-04 08:38:19.512814+00:00,t,720,93452167444272967,864691136118647832,93452167444273398,864691135856501294,65,2022-02-07 19:04:03+00:00,t,212993168,cg_calls,23P,[208538  79488  25027],[208596  79498  25030],[208574  79552  25025]
65,248355515,2020-11-04 07:37:04.821222+00:00,t,728,96281004637160263,864691136118647832,96281004637173704,864691135273235217,66,2022-02-07 19:04:03+00:00,t,248355515,cg_calls,5P_IT,[229022 184320  24253],[229026 184264  24259],[229049 184273  24253]
66,259423344,2020-11-04 13:39:25.803633+00:00,t,2488,96843885804166986,864691136118647832,96843885804168778,864691135490718311,67,2022-02-07 19:04:03+00:00,t,259423344,cg_calls,5P_NP,[233032 183846  23917],[233056 183796  23916],[233084 183824  23918]
67,245513696,2020-11-04 13:50:10.896336+00:00,t,3716,96139442380769115,864691136118647832,96139511100261634,864691135918889136,68,2022-02-07 19:04:03+00:00,t,245513696,cg_calls,5P_IT,[228244 178350  23161],[228238 178406  23166],[228250 178412  23163]
68,241566251,2020-11-04 08:44:38.011616+00:00,t,2460,96070035575302163,864691136118647832,96070035575304557,864691135918889136,69,2022-02-07 19:04:03+00:00,t,241566251,cg_calls,5P_IT,[227394 185262  22361],[227402 185368  22359],[227374 185316  22363]
69,286730597,2020-11-04 08:27:18.593543+00:00,t,2700,99377710216098982,864691136118647832,99377710216091374,864691135616065641,70,2022-02-07 19:04:03+00:00,t,286730597,cg_calls,INH,[251576 187758  22816],[251592 187742  22806],[251540 187750  22810]
70,248721754,2020-11-04 12:56:32.360842+00:00,t,3316,96268291265745467,864691136118647832,96268291265747492,864691135776919981,71,2022-02-07 19:04:03+00:00,t,248721754,cg_calls,1P,[229060  89488  22446],[229192  89566  22452],[229102  89528  22448]
71,285170324,2020-11-04 13:57:48.816249+00:00,t,3800,99440519616632220,864691136118647832,99440588336096435,864691136109886648,72,2022-02-07 19:04:03+00:00,t,285170324,cg_calls,INH,[252382 131772  21414],[252346 131802  21405],[252349 131731  21406]
72,225173162,2020-11-04 12:20:02.740356+00:00,t,4892,94930254736582674,864691136118647832,94930254736594409,864691135940555942,73,2022-02-07 19:04:03+00:00,t,225173162,cg_calls,5P_IT,[219634  81794  25239],[219622  81828  25248],[219595  81748  25244]
73,265027289,2020-11-04 12:40:44.343714+00:00,t,2116,97757579698569384,864691136118647832,97757579698565121,864691136673740935,74,2022-02-07 19:04:03+00:00,t,265027289,cg_calls,INH,[240076 175682  21965],[240086 175622  21961],[240022 175676  21966]
74,225237025,2020-11-04 14:43:13.226680+00:00,t,1128,94649054772233287,864691136118647832,94649054772240174,864691136109058488,75,2022-02-07 19:04:03+00:00,t,225237025,cg_calls,5P_IT,[217418  83784  26497],[217420  83760  26507],[217396  83778  26499]
75,212215780,2020-11-04 08:39:25.882890+00:00,t,3696,93594485548001403,864691136118647832,93594485548004524,864691135775964333,76,2022-02-07 19:04:03+00:00,t,212215780,cg_calls,5P_IT,[209836  91140  25449],[209802  91008  25453],[209827  91104  25449]
76,234648150,2020-11-04 07:25:57.915695+00:00,t,9452,95154348749129399,864691136118647832,95154348749123259,864691135491390055,77,2022-02-07 19:04:03+00:00,t,234648150,cg_calls,4P,[221076 178804  23870],[221196 178784  23869],[221154 178780  23870]
77,222313755,2020-11-04 09:19:44.636016+00:00,t,6040,94157023050229118,864691136118647832,94157023050204546,864691135816494671,78,2022-02-07 19:04:03+00:00,t,222313755,cg_calls,INH,[213854  87818  24286],[213830  87854  24272],[213820  87814  24280]
78,290410752,2020-11-04 08:37:33.996494+00:00,t,7188,100011922736440007,864691136118647832,100011991455890161,864691135394449141,79,2022-02-07 19:04:03+00:00,t,290410752,cg_calls,INH,[256104 194632  26199],[256140 194774  26196],[256122 194698  26198]
79,259423315,2020-11-04 09:05:19.674779+00:00,t,2552,96843885804176120,864691136118647832,96843954523668758,864691135590984459,80,2022-02-07 19:04:03+00:00,t,259423315,cg_calls,5P_IT,[233124 183938  23931],[233114 184080  23922],[233066 184014  23929]
80,337047721,2020-11-04 08:40:19.668230+00:00,t,5288,103529122659278091,864691136118647832,103529122659257996,864691136423698479,81,2022-02-07 19:04:03+00:00,t,337047721,cg_calls,5P_IT,[282004 185154  23735],[282058 185060  23727],[282020 185118  23735]
81,182986360,2020-11-04 07:36:39.970777+00:00,t,2216,90933667274631463,864691136118647832,90933667274639613,864691135374378057,82,2022-02-07 19:04:03+00:00,t,182986360,cg_calls,5P_IT,[190022 189540  24442],[190178 189602  24449],[190100 189616  24447]
82,225475560,2020-11-04 13:32:48.581549+00:00,t,4632,94239761501731405,864691136118647832,94239761501740760,864691134917676810,83,2022-02-07 19:04:03+00:00,t,225475560,cg_calls,4P,[214452 180040  25987],[214398 180108  25998],[214460 180068  25991]
83,266929983,2020-11-04 07:08:55.455410+00:00,t,2992,97479609750358243,864691136118647832,97479609750359434,864691135696808090,84,2022-02-07 19:04:03+00:00,t,266929983,cg_calls,5P_NP,[237948 201440  24239],[237874 201564  24243],[237908 201518  24239]
84,322926064,2020-11-04 08:33:33.512727+00:00,t,1568,102684903887749110,864691136118647832,102684903887742078,864691135687217632,85,2022-02-07 19:04:03+00:00,t,322926064,cg_calls,INH,[275602 186974  23850],[275676 186908  23843],[275645 186950  23843]
85,268712745,2020-11-04 09:59:59.418909+00:00,t,208,98388149616879089,864691136118647832,98388149616878892,864691135210926016,86,2022-02-07 19:04:03+00:00,t,268712745,cg_calls,4P,[244526 155094  21799],[244610 155050  21799],[244600 155040  21802]
86,261958856,2020-11-04 11:11:43.856935+00:00,t,1592,97547641897886840,864691136118647832,97547641831392267,864691136109059768,87,2022-02-07 19:04:03+00:00,t,261958856,cg_calls,5P_IT,[238336 184164  23042],[238400 184092  23040],[238336 184136  23041]
87,237632204,2020-11-04 07:03:29.251356+00:00,t,2932,95506673237773202,864691136118647832,95506673237756739,864691136310512986,88,2022-02-07 19:04:03+00:00,t,237632204,cg_calls,5P_IT,[223718 182410  21736],[223700 182420  21720],[223774 182382  21731]
88,293130658,2020-11-04 09:34:59.658306+00:00,t,12084,99730791222944854,864691136118647832,99730791222946190,864691135992790721,89,2022-02-07 19:04:03+00:00,t,293130658,cg_calls,INH,[254308 196940  25236],[254378 197030  25235],[254324 196986  25235]
89,224193066,2020-11-04 10:49:43.946144+00:00,t,2240,94520824161560170,864691136118647832,94520824161565434,864691136487794706,90,2022-02-07 19:04:03+00:00,t,224193066,cg_calls,23P,[216388 177120  25951],[216354 177020  25960],[216400 177070  25954]
90,251865615,2020-11-04 08:52:45.046478+00:00,t,4808,96282585118169615,864691136118647832,96282585118162773,864691135526913371,91,2022-02-07 19:04:03+00:00,t,251865615,cg_calls,5P_IT,[229134 196246  23879],[228988 196146  23870],[229060 196186  23877]
91,227382824,2020-11-04 10:10:57.645305+00:00,t,3324,94649810418077937,864691136118647832,94720179162284999,864691136618230491,92,2022-02-07 19:04:03+00:00,t,227382824,cg_calls,23P,[217560  89444  24485],[217672  89474  24495],[217631  89422  24487]
92,215995264,2020-11-04 07:48:14.507470+00:00,t,792,93665885218404222,864691136118647832,93736253962590543,864691135234076505,93,2022-02-07 19:04:03+00:00,t,215995264,cg_calls,5P_PT,[210402  98664  26323],[210498  98706  26316],[210460  98732  26320]
93,223329140,2020-11-04 12:26:26.382381+00:00,t,1956,94025218959537554,864691136118647832,94025218959541909,864691136051737843,94,2022-02-07 19:04:03+00:00,t,223329140,cg_calls,5P_IT,[212910 154524  23177],[212868 154500  23176],[212913 154591  23178]
94,241559212,2020-11-04 10:04:43.181967+00:00,t,1908,96055879497373299,864691136118647832,96055879497370092,864691136195147496,95,2022-02-07 19:04:03+00:00,t,241559212,cg_calls,5P_PT,[227802  79820  23480],[227836  79806  23484],[227880  79774  23479]
95,234515192,2020-11-04 07:09:17.642199+00:00,t,5384,95436991688645976,864691136118647832,95436991688633015,864691134885790714,96,2022-02-07 19:04:03+00:00,t,234515192,cg_calls,5P_IT,[223082 187112  21993],[223106 187180  21980],[223096 187106  21991]
96,213879848,2020-11-04 10:39:43.475964+00:00,t,748,93946122707761860,864691136118647832,93946122707753566,864691135940275969,97,2022-02-07 19:04:03+00:00,t,213879848,cg_calls,5P_IT,[212286  89770  22343],[212294  89636  22337],[212280  89714  22344]
97,227655842,2020-11-04 10:08:27.654932+00:00,t,1260,94931285461694976,864691136118647832,94931285461701546,864691135988547072,98,2022-02-07 19:04:03+00:00,t,227655842,cg_calls,23P,[219380  89532  24794],[219446  89602  24801],[219398  89588  24795]
98,241566834,2020-11-04 08:17:26.014054+00:00,t,10792,96210979222271467,864691136118647832,96210979222275424,864691135866537861,99,2022-02-07 19:04:03+00:00,t,241566834,cg_calls,5P_IT,[228406 186680  22503],[228486 186606  22505],[228416 186602  22504]
99,285170507,2020-11-04 08:17:39.612449+00:00,t,748,99440657055606676,864691136118647832,99511025799775981,864691136437229726,100,2022-02-07 19:04:03+00:00,t,285170507,cg_calls,23P,[252434 132478  21450],[252452 132428  21446],[252504 132494  21452]
100,211238231,2020-11-04 13:50:18.059914+00:00,t,9020,93382692053413266,864691136118647832,93382692053419866,864691136109916856,101,2022-02-07 19:04:03+00:00,t,211238231,cg_calls,23P,[208234  85858  24768],[208374  85856  24776],[208238  85862  24769]
101,320814728,2020-11-04 08:56:00.315602+00:00,t,3940,102192391330757987,864691136118647832,102192391330742674,864691135123357479,102,2022-02-07 19:04:03+00:00,t,320814728,cg_calls,5P_IT,[272382 187546  23284],[272404 187550  23274],[272370 187538  23277]
102,244291960,2020-11-04 12:03:49.595373+00:00,t,3680,95718398080001385,864691136118647832,95718398079992869,864691136370997640,103,2022-02-07 19:04:03+00:00,t,244291960,cg_calls,5P_IT,[224970 187046  22938],[224898 187074  22927],[224954 187064  22934]
103,265548556,2020-11-04 08:14:06.775278+00:00,t,6260,97475898429013005,864691136118647832,97475898429003439,864691136334810547,104,2022-02-07 19:04:03+00:00,t,265548556,cg_calls,5P_IT,[237830 173968  20819],[237916 174040  20812],[237842 173978  20816]
104,207014035,2020-11-04 07:47:54.533835+00:00,t,2760,92819467222231457,864691136118647832,92819467222239779,864691136389058935,105,2022-02-07 19:04:03+00:00,t,207014035,cg_calls,23P,[204224  84044  24908],[204136  83982  24916],[204190  84004  24911]
105,231681232,2020-11-04 11:51:45.630743+00:00,t,504,95283060664404318,864691136118647832,95283060664414542,864691135618109071,106,2022-02-07 19:04:03+00:00,t,231681232,cg_calls,23P,[221896  88824  26299],[222000  88890  26308],[221933  88884  26301]
106,338303702,2020-11-04 08:10:35.312262+00:00,t,2128,103882271983005267,864691136118647832,103882271982990451,864691135740454548,107,2022-02-07 19:04:03+00:00,t,338303702,cg_calls,5P_IT,[284360 194918  23120],[284348 194948  23111],[284338 194944  23120]
107,248356413,2020-11-04 11:17:04.844283+00:00,t,5748,96421810844990029,864691136118647832,96421810844986250,864691135515707890,108,2022-02-07 19:04:03+00:00,t,248356413,cg_calls,5P_IT,[230256 184726  24275],[230198 184640  24271],[230240 184712  24278]
108,221401767,2020-11-04 07:20:41.970240+00:00,t,4284,94017797591523454,864691136118647832,94017797591518057,864691135397442081,109,2022-02-07 19:04:03+00:00,t,221401767,cg_calls,5P_IT,[212716  99120  25671],[212640  99098  25661],[212672  99080  25670]
