,id_ref,created_ref,valid_ref,size,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,id,created,valid,target_id,classification_system,cell_type,pre_pt_position,post_pt_position,ctr_pt_position
326,26246326,2020-11-04 12:15:43.025763+00:00,t,2688,78397447206283997,864691135785592004,78327078462119278,864691135123233831,327,2022-02-07 19:04:03+00:00,t,26246326,cg_calls,23P,[ 98866 110408  18318],[ 98802 110454  18320],[ 98814 110454  18319]
327,57055385,2020-11-04 10:05:54.534436+00:00,t,6996,81492160054339465,864691135785592004,81421722590702988,864691135568745452,328,2022-02-07 19:04:03+00:00,t,57055385,cg_calls,23P,[121398  99022  17673],[121336  98922  17678],[121513  98966  17673]
328,41137018,2020-11-04 12:08:45.296988+00:00,t,5228,79674804839911438,864691135785592004,79674804839919002,864691135495106960,329,2022-02-07 19:04:03+00:00,t,41137018,cg_calls,5P_PT,[108268 190360  18353],[108332 190380  18369],[108359 190362  18363]
329,97450634,2020-11-04 11:37:28.526098+00:00,t,2900,84026603612971369,864691135785592004,84026603612982310,864691136066730136,330,2022-02-07 19:04:03+00:00,t,97450634,cg_calls,23P,[140180 107786  21984],[140152 107850  21992],[140190 107800  21984]
330,12493514,2020-11-04 11:18:39.061730+00:00,t,9788,76989522701038155,864691135785592004,76989522701037936,864691135013692310,331,2022-02-07 19:04:03+00:00,t,12493514,cg_calls,23P,[ 88616 106682  19275],[ 88720 106600  19274],[ 88652 106637  19276]
331,26748496,2020-11-04 06:53:26.302322+00:00,t,1768,78467541475175762,864691135785592004,78397172731017401,864691136065684120,332,2022-02-07 19:04:03+00:00,t,26748496,cg_calls,23P,[ 99422 108554  21372],[ 99308 108518  21375],[ 99374 108544  21378]
332,55102163,2020-11-04 12:23:46.397774+00:00,t,10528,80521497579538020,864691135785592004,80591935043196825,864691135561422049,333,2022-02-07 19:04:03+00:00,t,55102163,cg_calls,5P_PT,[114704 207518  18577],[114836 207568  18568],[114782 207564  18572]
333,27270178,2020-11-04 07:31:51.236779+00:00,t,1836,78467953456511836,864691135785592004,78467953456497061,864691136262527972,334,2022-02-07 19:04:03+00:00,t,27270178,cg_calls,23P,[ 99430 111404  18818],[ 99460 111424  18806],[ 99485 111433  18811]
334,55101046,2020-11-04 08:40:11.026602+00:00,t,3328,80521291421159829,864691135785592004,80521222701696001,864691135367849721,335,2022-02-07 19:04:03+00:00,t,55101046,cg_calls,5P_PT,[114346 205522  18596],[114232 205458  18599],[114310 205472  18598]
335,20408765,2020-11-04 12:45:25.357796+00:00,t,3616,77834359948156712,864691135785592004,77834428667645695,864691135518399114,336,2022-02-07 19:04:03+00:00,t,20408765,cg_calls,23P,[ 95004 109742  19381],[ 94998 109804  19386],[ 94970 109776  19384]
336,37562355,2020-11-04 13:32:31.737124+00:00,t,572,79595777575822295,864691135785592004,79595777575836483,864691135884092528,337,2022-02-07 19:04:03+00:00,t,37562355,cg_calls,5P_IT,[107648 125812  19305],[107636 125850  19313],[107708 125802  19308]
337,20978295,2020-11-04 10:32:57.161299+00:00,t,5072,77974959997263135,864691135785592004,77974959997267044,864691136065686424,338,2022-02-07 19:04:03+00:00,t,20978295,cg_calls,23P,[ 96048 108354  19133],[ 96120 108448  19134],[ 96122 108420  19126]
338,48106584,2020-11-04 09:34:22.820172+00:00,t,2432,80308261110196177,864691135785592004,80378629854389962,864691135584622712,339,2022-02-07 19:04:03+00:00,t,48106584,cg_calls,5P_IT,[113160 191364  18954],[113268 191312  18963],[113202 191360  18959]
339,22719358,2020-11-04 12:06:02.405560+00:00,t,3748,78123187640386170,864691135785592004,78123187640399179,864691136362464994,340,2022-02-07 19:04:03+00:00,t,22719358,cg_calls,4P,[ 97046 164334  17240],[ 97102 164314  17250],[ 97065 164369  17247]
340,40992475,2020-11-04 08:23:01.066554+00:00,t,2324,79674323400862705,864691135785592004,79674323400840761,864691135938367285,341,2022-02-07 19:04:03+00:00,t,40992475,cg_calls,5P_PT,[108430 187018  15283],[108450 187008  15269],[108396 187031  15280]
341,16296433,2020-11-04 14:13:07.055007+00:00,t,5824,77341297568354207,864691135785592004,77341297568343872,864691135323241372,342,2022-02-07 19:04:03+00:00,t,16296433,cg_calls,INH,[ 91518 105914  18319],[ 91470 105864  18310],[ 91402 105881  18316]
342,52062311,2020-11-04 11:00:13.663559+00:00,t,3568,80800910636855840,864691135785592004,80730541892636560,864691135684832439,343,2022-02-07 19:04:03+00:00,t,52062311,cg_calls,5P_PT,[116288 192028  16341],[116174 191906  16344],[116240 191968  16338]
343,11930714,2020-11-04 13:07:17.630869+00:00,t,1244,76709147302744290,864691135785592004,76709216022234306,864691136418786199,344,2022-02-07 19:04:03+00:00,t,11930714,cg_calls,23P,[ 86954 114886  19480],[ 86928 114966  19479],[ 86912 114950  19478]
344,41204158,2020-11-04 07:58:11.504195+00:00,t,6032,79815060956158328,864691135785592004,79815060956159256,864691135873742734,345,2022-02-07 19:04:03+00:00,t,41204158,cg_calls,5P_PT,[109580 187022  15600],[109542 186896  15603],[109596 186966  15604]
345,26326573,2020-11-04 14:33:24.382090+00:00,t,1320,78608690944500271,864691135785592004,78608690944499029,864691136912664561,346,2022-02-07 19:04:03+00:00,t,26326573,cg_calls,23P,[100454 111604  18483],[100522 111568  18481],[100488 111564  18482]
346,48366450,2020-11-04 12:28:27.663309+00:00,t,2276,80098185670113461,864691135785592004,80098185670110133,864691135367303417,347,2022-02-07 19:04:03+00:00,t,48366450,cg_calls,5P_PT,[111208 199152  19234],[111150 199154  19229],[111146 199159  19234]
347,47188975,2020-11-04 12:07:36.175242+00:00,t,3700,80164637336965740,864691135785592004,80164637336950071,864691135495106960,348,2022-02-07 19:04:03+00:00,t,47188975,cg_calls,5P_PT,[111916 170120  18665],[111934 170162  18651],[111912 170150  18663]
348,20301986,2020-11-04 09:59:04.714050+00:00,t,3676,77623116075332101,864691135785592004,77623047355872340,864691136209011900,349,2022-02-07 19:04:03+00:00,t,20301986,cg_calls,23P,[ 93644 108276  17860],[ 93722 108224  17866],[ 93660 108238  17864]
349,85273335,2020-11-04 09:53:25.961183+00:00,t,4024,83744647130200625,864691135785592004,83744647130189756,864691135446411922,350,2022-02-07 19:04:03+00:00,t,85273335,cg_calls,23P,[137972 104562  18426],[137912 104446  18428],[137930 104516  18434]
350,35488627,2020-11-04 13:21:10.614220+00:00,t,2724,79183529166247080,864691135785592004,79183529166262048,864691136390577023,351,2022-02-07 19:04:03+00:00,t,35488627,cg_calls,5P_IT,[104768 200160  17086],[104858 200202  17100],[104794 200156  17095]
351,31402071,2020-11-04 10:30:57.143947+00:00,t,4492,79030353251127609,864691135785592004,79030353251131308,864691135568603884,352,2022-02-07 19:04:03+00:00,t,31402071,cg_calls,23P,[103656 107402  15426],[103724 107470  15426],[103668 107442  15427]
352,60593120,2020-11-04 11:00:25.772996+00:00,t,11908,81574829450617339,864691135785592004,81574829450624729,864691136105515481,353,2022-02-07 19:04:03+00:00,t,60593120,cg_calls,5P_IT,[121926 190732  16631],[121980 190746  16635],[121998 190806  16633]
353,23461994,2020-11-04 13:58:18.804118+00:00,t,1664,76144754039448550,864691135785592004,76144754039443899,864691136912664561,354,2022-02-07 19:04:03+00:00,t,23461994,cg_calls,23P,[ 82488 103992  18394],[ 82552 103880  18389],[ 82510 103920  18393]
354,27076988,2020-11-04 06:49:46.278849+00:00,t,2248,78547324317728659,864691135785592004,78547393037200002,864691135387420545,355,2022-02-07 19:04:03+00:00,t,27076988,cg_calls,4P,[ 99986 178868  17636],[ 99962 178974  17625],[ 99984 178924  17641]
355,53365817,2020-11-04 14:13:06.362146+00:00,t,3304,80941716844235716,864691135785592004,80941716844239856,864691136040354814,356,2022-02-07 19:04:03+00:00,t,53365817,cg_calls,5P_PT,[117534 192606  16009],[117526 192542  16018],[117557 192650  16017]
356,37440608,2020-11-04 14:37:01.335705+00:00,t,4736,79804890876011036,864691135785592004,79804890809457581,864691136089925687,357,2022-02-07 19:04:03+00:00,t,37440608,cg_calls,23P,[109516 111058  18441],[109428 111058  18432],[109438 111030  18440]
357,45645389,2020-11-04 13:13:52.551820+00:00,t,7452,80026373548641291,864691135785592004,80026373548642982,864691135367849721,358,2022-02-07 19:04:03+00:00,t,45645389,cg_calls,5P_PT,[111064 188160  17318],[111026 188106  17316],[111054 188144  17321]
358,26903335,2020-11-04 08:17:25.582579+00:00,t,276,78256915741871048,864691135785592004,78256915741868999,864691136389573904,359,2022-02-07 19:04:03+00:00,t,26903335,cg_calls,23P,[ 97978 111886  17048],[ 98034 111846  17044],[ 98032 111862  17046]
359,16294430,2020-11-04 10:46:42.304023+00:00,t,3188,77060097469559996,864691135785592004,77060097469552821,864691136673706887,360,2022-02-07 19:04:03+00:00,t,16294430,cg_calls,23P,[ 89510 107798  18359],[ 89486 107800  18353],[ 89516 107806  18357]
360,55959375,2020-11-04 12:28:27.663309+00:00,t,1132,80591247781554100,864691135785592004,80591247781548793,864691135951970339,361,2022-02-07 19:04:03+00:00,t,55959375,cg_calls,5P_PT,[115062 202570  18274],[115172 202596  18266],[115140 202556  18268]
361,19219193,2020-11-04 11:31:39.947939+00:00,t,1280,77425204183501183,864691135785592004,77425135464003027,864691135776823392,362,2022-02-07 19:04:03+00:00,t,19219193,cg_calls,INH,[ 91894 206636  19206],[ 91970 206520  19206],[ 91932 206572  19206]
362,23458046,2020-11-04 11:40:57.015606+00:00,t,1076,76216016069551170,864691135785592004,76216016069544232,864691136436657054,363,2022-02-07 19:04:03+00:00,t,23458046,cg_calls,23P,[ 83328 110378  17719],[ 83326 110430  17716],[ 83292 110438  17722]
363,25683693,2020-11-04 11:29:40.610348+00:00,t,2648,78537841163925311,864691135785592004,78467472419779384,864691135518275722,364,2022-02-07 19:04:03+00:00,t,25683693,cg_calls,23P,[ 99948 107972  18436],[ 99844 108048  18446],[ 99914 107988  18439]
364,86383034,2020-11-04 08:02:51.167583+00:00,t,5284,83532578757709838,864691135785592004,83532578757712902,864691136288747492,365,2022-02-07 19:04:03+00:00,t,86383034,cg_calls,23P,[136412  97148  17805],[136390  97276  17803],[136362  97202  17806]
365,21056503,2020-11-04 10:37:29.838497+00:00,t,4676,77763853764871603,864691135785592004,77763853764882639,864691134988830074,366,2022-02-07 19:04:03+00:00,t,21056503,cg_calls,INH,[ 94726 108348  19225],[ 94642 108436  19241],[ 94682 108360  19234]
366,26456214,2020-11-04 11:29:36.266364+00:00,t,1236,78326734864429602,864691135785592004,78326734864431870,864691135307106118,367,2022-02-07 19:04:03+00:00,t,26456214,cg_calls,23P,[ 98820 107862  18043],[ 98740 107844  18046],[ 98796 107834  18049]
367,52062094,2020-11-04 11:00:12.404740+00:00,t,2784,80730541892493398,864691135785592004,80730541892496427,864691135684832439,368,2022-02-07 19:04:03+00:00,t,52062094,cg_calls,5P_PT,[115994 192070  16218],[115952 192110  16220],[115976 192096  16219]
368,44648988,2020-11-04 09:59:58.954153+00:00,t,3532,79953806049529082,864691135785592004,79953806049537410,864691135992218817,369,2022-02-07 19:04:03+00:00,t,44648988,cg_calls,23P,[110504 172062  19238],[110568 172094  19246],[110536 172066  19243]
369,67867846,2020-11-04 10:21:44.455252+00:00,t,1608,81647328834071148,864691135785592004,81647328834079978,864691136106216153,370,2022-02-07 19:04:03+00:00,t,67867846,cg_calls,5P_PT,[122736 207000  19152],[122788 206934  19161],[122786 206998  19154]
370,44821571,2020-11-04 08:17:25.582579+00:00,t,2372,80156322146158918,864691135785592004,80156322146166065,864691136965908174,371,2022-02-07 19:04:03+00:00,t,44821571,cg_calls,23P,[111680 107942  17727],[111656 107930  17737],[111657 107909  17734]
371,47058808,2020-11-04 11:29:06.742912+00:00,t,1820,80237479512673032,864691135785592004,80167042049035915,864691135800644706,372,2022-02-07 19:04:03+00:00,t,47058808,cg_calls,4P,[112178 188120  15265],[112114 188052  15255],[112125 188055  15256]
372,78200557,2020-11-04 07:32:27.185481+00:00,t,2740,83041303688359137,864691135785592004,83041303688373728,864691135273212433,373,2022-02-07 19:04:03+00:00,t,78200557,cg_calls,5P_IT,[133074 107082  21421],[133098 107042  21436],[133111 107010  21426]
373,33956396,2020-11-04 07:03:37.384629+00:00,t,1320,79179818381724235,864691135785592004,79179887101198074,864691136755365742,374,2022-02-07 19:04:03+00:00,t,33956396,cg_calls,5P_PT,[104640 172672  17743],[104624 172830  17746],[104642 172732  17743]
374,39067546,2020-11-04 11:54:38.844089+00:00,t,10360,79674254949374291,864691135785592004,79674254949425700,864691135475705920,375,2022-02-07 19:04:03+00:00,t,39067546,cg_calls,5P_PT,[108224 186382  16902],[108316 186464  16912],[108264 186404  16911]
375,27077066,2020-11-04 07:58:43.089214+00:00,t,664,78547324317736592,864691135785592004,78547393037197591,864691135590970635,376,2022-02-07 19:04:03+00:00,t,27077066,cg_calls,INH,[ 99980 178854  17639],[100030 178932  17626],[100046 178916  17632]
376,39886995,2020-11-04 06:53:59.966064+00:00,t,1288,79597083245800776,864691135785592004,79597083245790297,864691135454893418,377,2022-02-07 19:04:03+00:00,t,39886995,cg_calls,23P,[107918 135560  19268],[107816 135438  19255],[107886 135498  19260]
377,16490914,2020-11-04 10:32:05.164557+00:00,t,224,77411803885421653,864691135785592004,77411803885415738,864691136444624259,378,2022-02-07 19:04:03+00:00,t,16490914,cg_calls,23P,[ 91794 107072  19114],[ 91796 106980  19108],[ 91790 107031  19113]
378,26181213,2020-11-04 07:08:53.114704+00:00,t,1756,78326528437658548,864691135785592004,78326528437636312,864691136143720244,379,2022-02-07 19:04:03+00:00,t,26181213,cg_calls,23P,[ 98502 106328  16082],[ 98594 106338  16076],[ 98578 106340  16079]
379,32164921,2020-11-04 14:53:09.547368+00:00,t,2756,78960191067987719,864691135785592004,78960191068000160,864691135213621632,380,2022-02-07 19:04:03+00:00,t,32164921,cg_calls,23P,[103198 109152  18464],[103134 109144  18475],[103160 109154  18469]
380,132938862,2020-11-04 07:20:47.029615+00:00,t,7296,86706250418937536,864691135577202181,86706250418941581,864691136436372894,381,2022-02-07 19:04:03+00:00,t,132938862,cg_calls,23P,[159542 149760  18304],[159582 149712  18299],[159486 149755  18307]
381,111511085,2020-11-04 07:58:43.089214+00:00,t,2448,85090655587983914,864691135577202181,85161024332193692,864691136310811994,382,2022-02-07 19:04:03+00:00,t,111511085,cg_calls,5P_IT,[147980 171506  18767],[148012 171600  18779],[147986 171504  18773]
382,111967229,2020-11-04 10:59:58.069704+00:00,t,1764,85511493596344908,864691135577202181,85511493596352547,864691135654871746,383,2022-02-07 19:04:03+00:00,t,111967229,cg_calls,23P,[150606 161240  18240],[150574 161186  18250],[150574 161237  18244]
383,72153977,2020-11-04 09:30:48.819654+00:00,t,1292,82337546989996169,864691135577202181,82337546989988503,864691136389283959,384,2022-02-07 19:04:03+00:00,t,72153977,cg_calls,4P,[127890 106676  17099],[127764 106646  17093],[127824 106652  17100]
384,121716347,2020-11-04 11:30:20.588254+00:00,t,2388,86280464205544453,864691135577202181,86280464205535888,864691135538926450,385,2022-02-07 19:04:03+00:00,t,121716347,cg_calls,4P,[156518 123384  15716],[156424 123414  15713],[156456 123406  15711]
385,139463091,2020-11-04 07:08:55.363093+00:00,t,4272,87482162097811019,864691135577202181,87482162097832014,864691135517202387,386,2022-02-07 19:04:03+00:00,t,139463091,cg_calls,5P_PT,[165204 163540  18745],[165266 163560  18759],[165274 163510  18753]
386,133526858,2020-11-04 08:10:47.183691+00:00,t,2828,86709617807242051,864691135577202181,86709617807239775,864691135939773185,387,2022-02-07 19:04:03+00:00,t,133526858,cg_calls,4P,[159362 174940  19079],[159276 174882  19079],[159346 174906  19083]
387,72340960,2020-11-04 14:39:25.589647+00:00,t,7076,82346618363475616,864691135577202181,82346618363489938,864691136134438539,388,2022-02-07 19:04:03+00:00,t,72340960,cg_calls,23P,[127856 174254  20071],[127908 174236  20078],[127882 174220  20071]
388,139120837,2020-11-04 15:14:45.209446+00:00,t,752,87482849024289562,864691135577202181,87482849024300961,864691135374623305,389,2022-02-07 19:04:03+00:00,t,139120837,cg_calls,23P,[165058 169078  16789],[165108 169042  16797],[165047 169027  16794]
389,94833019,2020-11-04 12:37:05.590479+00:00,t,8836,83958845872872756,864691135577202181,83958845872872879,864691136952055519,390,2022-02-07 19:04:03+00:00,t,94833019,cg_calls,23P,[139806 127628  18983],[139804 127670  18983],[139830 127646  18985]
390,123067905,2020-11-04 14:35:02.898645+00:00,t,2680,86347328591845529,864691135577202181,86347328591855431,864691136021002488,391,2022-02-07 19:04:03+00:00,t,123067905,cg_calls,23P,[157040  97408  18224],[157122  97438  18229],[157059  97365  18227]
391,122293364,2020-11-04 14:27:23.055716+00:00,t,4088,86358598585913836,864691135577202181,86358598585909324,864691135132855200,392,2022-02-07 19:04:03+00:00,t,122293364,cg_calls,4P,[156932 181164  18064],[156994 181068  18058],[156998 181134  18067]
392,102397229,2020-11-04 08:48:59.020627+00:00,t,1608,84667343342863426,864691135577202181,84667343342841541,864691135464308549,393,2022-02-07 19:04:03+00:00,t,102397229,cg_calls,4P,[144590 163298  16770],[144658 163282  16754],[144630 163328  16763]
393,124935800,2020-11-04 10:20:14.305703+00:00,t,428,86351588863971476,864691135577202181,86351588863962618,864691136143350324,394,2022-02-07 19:04:03+00:00,t,124935800,cg_calls,23P,[157054 128914  15748],[157002 128880  15745],[157074 128874  15742]
394,71221231,2020-11-04 13:44:34.409678+00:00,t,8408,82477940880918604,864691135577202181,82477940880917796,864691136175395078,395,2022-02-07 19:04:03+00:00,t,71221231,cg_calls,23P,[128816 104094  17060],[128738 104134  17059],[128778 104080  17062]
395,124880806,2020-11-04 13:39:25.253323+00:00,t,444,86352757027952783,864691135577202181,86352757027964108,864691135987249923,396,2022-02-07 19:04:03+00:00,t,124880806,cg_calls,5P_IT,[157056 137846  15260],[156988 137886  15273],[157010 137912  15268]
396,144046648,2020-11-04 13:20:30.686313+00:00,t,1420,87896196542533805,864691135577202181,87896196542536440,864691135472817970,397,2022-02-07 19:04:03+00:00,t,144046648,cg_calls,5P_IT,[168274 102620  15708],[168352 102612  15711],[168302 102632  15715]
397,131796082,2020-11-04 12:06:02.398953+00:00,t,2452,87131555663075536,864691135577202181,87131555663078577,864691136312839485,398,2022-02-07 19:04:03+00:00,t,131796082,cg_calls,INH,[162510 172842  21369],[162494 172774  21374],[162544 172802  21368]
398,124004181,2020-11-04 14:20:50.239755+00:00,t,3340,86207415737259824,864691135577202181,86207415737249605,864691135848776542,399,2022-02-07 19:04:03+00:00,t,124004181,cg_calls,23P,[155816 103466  18260],[155922 103458  18258],[155852 103472  18262]
399,102813586,2020-11-04 11:41:36.955835+00:00,t,10008,84452869923125657,864691135577202181,84452869923134379,864691135491125991,400,2022-02-07 19:04:03+00:00,t,102813586,cg_calls,23P,[143180 138182  17348],[143166 138060  17357],[143190 138106  17357]
400,125258006,2020-11-04 07:08:55.907287+00:00,t,9004,86141651265301709,864691135577202181,86141651265297431,864691135383527898,401,2022-02-07 19:04:03+00:00,t,125258006,cg_calls,23P,[155438 137796  18858],[155440 137702  18849],[155420 137760  18853]
401,62536937,2020-11-04 14:30:08.642247+00:00,t,1608,82055178727041306,864691135577202181,82055178727043101,864691135498523923,402,2022-02-07 19:04:03+00:00,t,62536937,cg_calls,23P,[125892  99700  17489],[125958  99628  17493],[125970  99666  17490]
402,136733151,2020-11-04 12:20:46.747909+00:00,t,5504,87685090511217085,864691135577202181,87685090511208966,864691136578757908,403,2022-02-07 19:04:03+00:00,t,136733151,cg_calls,INH,[166502 102690  17146],[166438 102634  17138],[166480 102638  17145]
403,78425769,2020-11-04 07:20:48.152894+00:00,t,2420,82969559950242068,864691135577202181,82969559950243938,864691135210056384,404,2022-02-07 19:04:03+00:00,t,78425769,cg_calls,23P,[132566  96964  16432],[132496  96896  16435],[132560  96896  16430]
404,57374888,2020-11-04 10:49:43.946144+00:00,t,3200,81282565583323262,864691135577202181,81352934327508606,864691136289846423,405,2022-02-07 19:04:03+00:00,t,57374888,cg_calls,23P,[120260 110644  17272],[120356 110654  17274],[120304 110716  17273]
405,124935173,2020-11-04 11:59:08.941743+00:00,t,2996,86281082680839174,864691135577202181,86281082680834541,864691137054554998,406,2022-02-07 19:04:03+00:00,t,124935173,cg_calls,23P,[156460 127774  15773],[156372 127848  15769],[156434 127844  15770]
406,108888247,2020-11-04 10:10:29.292215+00:00,t,3472,85151266099478899,864691135577202181,85151266099467223,864691135517345930,407,2022-02-07 19:04:03+00:00,t,108888247,cg_calls,23P,[148164  98920  18428],[148160  98816  18420],[148108  98884  18425]
407,118077852,2020-11-04 11:25:58.981584+00:00,t,4592,85717377148362327,864691135577202181,85717308428879704,864691136041681494,408,2022-02-07 19:04:03+00:00,t,118077852,cg_calls,23P,[152224 122082  17979],[152188 121988  17976],[152240 122022  17973]
408,140540552,2020-11-04 07:58:50.757766+00:00,t,4888,87694436561341796,864691135577202181,87694436561345551,864691135279073441,409,2022-02-07 19:04:03+00:00,t,140540552,cg_calls,4P,[166598 172360  18632],[166714 172406  18640],[166656 172434  18635]
409,138464170,2020-11-04 10:26:30.951610+00:00,t,1232,87624480134075362,864691135577202181,87624480134078177,864691135123202087,410,2022-02-07 19:04:03+00:00,t,138464170,cg_calls,4P,[166402 175370  18701],[166334 175332  18704],[166398 175391  18706]
410,140376562,2020-11-04 13:00:54.847449+00:00,t,5848,87692855946219934,864691135577202181,87692855946225259,864691135866896406,411,2022-02-07 19:04:03+00:00,t,140376562,cg_calls,23P,[166754 160910  18105],[166830 160882  18109],[166778 160915  18110]
411,97215289,2020-11-04 13:02:12.160129+00:00,t,4352,83885040886679241,864691135577202181,83885040886682525,864691135838058899,412,2022-02-07 19:04:03+00:00,t,97215289,cg_calls,23P,[138956 101760  17165],[138978 101884  17161],[138936 101832  17170]
412,139994531,2020-11-04 10:36:17.970513+00:00,t,984,87410831348041001,864691135577202181,87410831348042055,864691135615178443,413,2022-02-07 19:04:03+00:00,t,139994531,cg_calls,4P,[164650 156570  19218],[164640 156692  19220],[164636 156650  19219]
413,78903114,2020-11-04 12:56:25.290150+00:00,t,4880,82969972133065126,864691135577202181,83040340877240997,864691135816356687,414,2022-02-07 19:04:03+00:00,t,78903114,cg_calls,23P,[132588  99754  15564],[132696  99824  15575],[132624  99750  15569]
414,116446286,2020-11-04 07:37:03.217972+00:00,t,5892,85580487816721717,864691135577202181,85580487816722994,864691135059554971,415,2022-02-07 19:04:03+00:00,t,116446286,cg_calls,23P,[151342 150914  17161],[151300 151040  17163],[151308 150988  17160]
415,104784049,2020-11-04 14:03:45.165290+00:00,t,1884,84522895203802924,864691135577202181,84522895203814205,864691136951622879,416,2022-02-07 19:04:03+00:00,t,104784049,cg_calls,23P,[143840 135782  18039],[143816 135750  18047],[143780 135742  18045]
416,95951363,2020-11-04 07:15:10.152135+00:00,t,3132,83961044762173800,864691135577202181,83890676017963280,864691135428771632,417,2022-02-07 19:04:03+00:00,t,95951363,cg_calls,INH,[139304 143892  18172],[139260 143992  18174],[139320 143942  18176]
417,56678927,2020-11-04 07:20:03.583796+00:00,t,2468,81142034320446758,864691135577202181,81142034320449007,864691135610287879,418,2022-02-07 19:04:03+00:00,t,56678927,cg_calls,23P,[119044 112100  17734],[119010 112244  17736],[119038 112166  17736]
418,124622132,2020-11-04 14:54:32.434292+00:00,t,5560,86564619644394285,864691135577202181,86564619644393368,864691135992581569,419,2022-02-07 19:04:03+00:00,t,124622132,cg_calls,23P,[158452 143326  18721],[158370 143450  18727],[158420 143390  18727]
419,114240535,2020-11-04 07:08:55.363093+00:00,t,3992,85925253565646475,864691135577202181,85854884821435135,864691135404641006,420,2022-02-07 19:04:03+00:00,t,114240535,cg_calls,4P,[153642  98436  18116],[153610  98328  18106],[153614  98358  18112]
420,147571684,2020-11-04 12:09:33.202442+00:00,t,1108,88048410586126496,864691135577202181,88048410586118001,864691135135451673,421,2022-02-07 19:04:03+00:00,t,147571684,cg_calls,5P_IT,[169014 188206  18781],[169032 188208  18774],[169046 188252  18778]
421,144028672,2020-11-04 11:58:17.649949+00:00,t,3248,88248452915752263,864691135577202181,88248452915741180,864691135759255118,422,2022-02-07 19:04:03+00:00,t,144028672,cg_calls,23P,[170892 106100  18209],[170938 106074  18198],[170968 106154  18203]
422,112468003,2020-11-04 08:08:43.167191+00:00,t,704,85300731162211851,864691135577202181,85300731162217180,864691136951640287,423,2022-02-07 19:04:03+00:00,t,112468003,cg_calls,23P,[149104 163820  19498],[149092 163708  19507],[149089 163770  19501]
423,107997464,2020-11-04 08:44:53.984852+00:00,t,5500,85439750462647568,864691135577202181,85439750462647598,864691135618567055,424,2022-02-07 19:04:03+00:00,t,107997464,cg_calls,23P,[150466 151200  18243],[150448 151218  18249],[150446 151204  18245]
424,56519608,2020-11-04 14:26:27.468849+00:00,t,1540,81142034253531429,864691135577202181,81142034253526115,864691135323975068,425,2022-02-07 19:04:03+00:00,t,56519608,cg_calls,23P,[119164 111932  17388],[119146 111860  17387],[119188 111919  17388]
425,79894129,2020-11-04 06:58:28.337443+00:00,t,7332,83040547102639572,864691135577202181,83040547102639491,864691135696875418,426,2022-02-07 19:04:03+00:00,t,79894129,cg_calls,INH,[132878 101228  15949],[132806 101186  15948],[132856 101214  15949]
426,86736466,2020-11-04 07:09:14.570035+00:00,t,2916,83673453617621830,864691135577202181,83673453617624734,864691135545304872,427,2022-02-07 19:04:03+00:00,t,86736466,cg_calls,4P,[137496  98494  16993],[137442  98370  16997],[137474  98448  16992]
427,86492603,2020-11-04 07:31:22.009318+00:00,t,2012,83673590922624660,864691135577202181,83673590922624590,864691135345970335,428,2022-02-07 19:04:03+00:00,t,86492603,cg_calls,23P,[137360  99368  16225],[137392  99312  16226],[137384  99354  16226]
428,72156289,2020-11-04 14:51:00.389732+00:00,t,3000,82478353197830030,864691135577202181,82478353197834402,864691136210143420,429,2022-02-07 19:04:03+00:00,t,72156289,cg_calls,23P,[128972 106712  17092],[128944 106808  17097],[129002 106819  17092]
429,86736846,2020-11-04 14:52:33.553107+00:00,t,2260,83743753642373301,864691135577202181,83743753642379292,864691136091257012,430,2022-02-07 19:04:03+00:00,t,86736846,cg_calls,INH,[137904  97574  17045],[137904  97502  17051],[137838  97568  17051]
430,112561075,2020-11-04 14:38:46.885074+00:00,t,3628,85370343992343196,864691135577202181,85370343992349575,864691135338740710,431,2022-02-07 19:04:03+00:00,t,112561075,cg_calls,5P_IT,[149734 158244  19643],[149646 158236  19648],[149666 158236  19641]
431,101610629,2020-11-04 10:49:09.858628+00:00,t,4672,84591958211085505,864691135577202181,84591958211086541,864691135214033208,432,2022-02-07 19:04:03+00:00,t,101610629,cg_calls,INH,[144142 125728  17780],[144230 125704  17775],[144178 125668  17775]
432,94654349,2020-11-04 11:41:09.465772+00:00,t,3052,84307322138373485,864691135577202181,84307322138361746,864691135572054821,433,2022-02-07 19:04:03+00:00,t,94654349,cg_calls,5P_IT,[142272 102202  17730],[142340 102148  17720],[142286 102206  17722]
433,101560063,2020-11-04 09:39:04.183846+00:00,t,1008,84869378805542581,864691135577202181,84869378805545772,864691135447563348,434,2022-02-07 19:04:03+00:00,t,101560063,cg_calls,23P,[146076  95682  18107],[146008  95726  18107],[146020  95746  18102]
434,86866426,2020-11-04 14:33:13.136977+00:00,t,2624,83674278184208879,864691135577202181,83674278184204390,864691135464383301,435,2022-02-07 19:04:03+00:00,t,86866426,cg_calls,23P,[137356 104530  16451],[137370 104456  16446],[137390 104500  16450]
435,129052287,2020-11-04 11:54:27.992216+00:00,t,844,86635125827532520,864691135577202181,86705494571723895,864691136228071249,436,2022-02-07 19:04:03+00:00,t,129052287,cg_calls,INH,[159242 144500  18733],[159266 144436  18724],[159252 144448  18730]
